pruid,prename,report_date,numtotal_all_administered,as_of_date,updated,numdelta_all_administered,numavglast7_all_administered
48,Alberta,5/4/2021,1668455,5/3/2021,1,28152,28524.28571
47,Saskatchewan,5/4/2021,460747,5/4/2021,1,9924,7474
12,Nova Scotia,5/4/2021,325218,5/3/2021,1,4308,5946.714286
46,Manitoba,5/4/2021,501941,5/3/2021,1,6459,9158.571429
13,New Brunswick,5/4/2021,275356,5/2/2021,1,3465,3827.428571
10,Newfoundland and Labrador,5/4/2021,185215,5/3/2021,1,3562,2738.285714
11,Prince Edward Island,5/4/2021,56104,5/1/2021,1,2902,886.8571429
61,Northwest Territories,5/4/2021,48007,5/1/2021,0,,172.4285714
62,Nunavut,5/4/2021,28712,5/4/2021,1,128,195.4285714
60,Yukon,5/4/2021,48655,5/3/2021,0,,127.4285714
1,Canada,5/5/2021,14568067,5/5/2021,1,283833,248828.7143
24,Quebec,5/5/2021,3365575,5/4/2021,1,57033,56909.42857
35,Ontario,5/5/2021,5599723,5/4/2021,1,132603,98931.42857
59,British Columbia,5/5/2021,1943230,5/5/2021,1,33068,33974.42857
48,Alberta,5/5/2021,1694675,5/4/2021,1,26220,28202.71429
47,Saskatchewan,5/5/2021,470715,5/5/2021,1,9968,7850.285714
12,Nova Scotia,5/5/2021,334775,5/4/2021,1,9557,5858.857143
46,Manitoba,5/5/2021,510022,5/4/2021,1,8081,8998.714286
13,New Brunswick,5/5/2021,279259,5/3/2021,1,3903,3768.571429
10,Newfoundland and Labrador,5/5/2021,188204,5/4/2021,1,2989,2986
11,Prince Edward Island,5/5/2021,56104,5/1/2021,0,,886.8571429
61,Northwest Territories,5/5/2021,48007,5/1/2021,0,,172.4285714
62,Nunavut,5/5/2021,28837,5/5/2021,1,125,213.2857143
60,Yukon,5/5/2021,48941,5/5/2021,1,286,142.7142857
1,Canada,5/6/2021,14924694,5/6/2021,1,356627,256117.5714
24,Quebec,5/6/2021,3446157,5/5/2021,1,80582,58092.14286
35,Ontario,5/6/2021,5740761,5/5/2021,1,141038,101855.8571
59,British Columbia,5/6/2021,1995496,5/6/2021,1,52266,35160.14286
48,Alberta,5/6/2021,1732582,5/5/2021,1,37907,29144.71429
47,Saskatchewan,5/6/2021,480910,5/6/2021,1,10195,8418.428571
12,Nova Scotia,5/6/2021,347283,5/5/2021,1,12508,6156.571429
46,Manitoba,5/6/2021,519507,5/5/2021,1,9485,8908.571429
13,New Brunswick,5/6/2021,285000,5/4/2021,1,5741,3991.857143
10,Newfoundland and Labrador,5/6/2021,191130,5/5/2021,1,2926,3007.428571
11,Prince Edward Island,5/6/2021,59758,5/5/2021,1,3654,936.5714286
61,Northwest Territories,5/6/2021,48007,5/1/2021,0,,172.4285714
62,Nunavut,5/6/2021,28963,5/6/2021,1,126,128.7142857
60,Yukon,5/6/2021,49140,5/6/2021,1,199,144.1428571
1,Canada,5/7/2021,15325183,5/7/2021,1,400489,272140.7143
24,Quebec,5/7/2021,3550899,5/6/2021,1,104742,63839
35,Ontario,5/7/2021,5885485,5/6/2021,1,144724,106500.1429
59,British Columbia,5/7/2021,2042442,5/7/2021,1,46946,36524.28571
48,Alberta,5/7/2021,1792312,5/6/2021,1,59730,32799.85714
47,Saskatchewan,5/7/2021,491440,5/7/2021,1,10530,9100.142857
12,Nova Scotia,5/7/2021,356978,5/6/2021,1,9695,6355
46,Manitoba,5/7/2021,534647,5/6/2021,1,15140,8614.571429
13,New Brunswick,5/7/2021,293550,5/5/2021,1,8550,4487.285714
10,Newfoundland and Labrador,5/7/2021,191130,5/5/2021,0,,2529
11,Prince Edward Island,5/7/2021,59758,5/5/2021,0,,936.5714286
61,Northwest Territories,5/7/2021,48007,5/1/2021,0,,172.4285714
62,Nunavut,5/7/2021,29096,5/7/2021,1,133,120.7142857
60,Yukon,5/7/2021,49439,5/7/2021,1,299,161.7142857
1,Canada,5/8/2021,15652046,5/8/2021,1,326863,285667.2857
24,Quebec,5/8/2021,3641908,5/7/2021,1,91009,67749.85714
35,Ontario,5/8/2021,6023610,5/7/2021,1,138125,110846.5714
59,British Columbia,5/8/2021,2042442,5/7/2021,0,,36524.28571
48,Alberta,5/8/2021,1846554,5/7/2021,1,54242,35555.42857
47,Saskatchewan,5/8/2021,504482,5/8/2021,1,13042,9905.714286
12,Nova Scotia,5/8/2021,356978,5/6/2021,0,,6355
46,Manitoba,5/8/2021,546919,5/7/2021,1,12272,9081.714286
13,New Brunswick,5/8/2021,302262,5/6/2021,1,8712,4942.857143
10,Newfoundland and Labrador,5/8/2021,200591,5/7/2021,1,9461,3314.428571
11,Prince Edward Island,5/8/2021,59758,5/5/2021,0,,936.5714286
61,Northwest Territories,5/8/2021,48007,5/1/2021,0,,172.4285714
62,Nunavut,5/8/2021,29096,5/7/2021,0,,120.7142857
60,Yukon,5/8/2021,49439,5/7/2021,0,,161.7142857
1,Canada,5/9/2021,15923508,5/9/2021,1,271462,299718.8571
24,Quebec,5/9/2021,3718074,5/8/2021,1,76166,71408.57143
35,Ontario,5/9/2021,6144685,5/8/2021,1,121075,117188
59,British Columbia,5/9/2021,2042442,5/7/2021,0,,36524.28571
48,Alberta,5/9/2021,1889039,5/8/2021,1,42485,38247.57143
47,Saskatchewan,5/9/2021,518133,5/9/2021,1,13651,10637.71429
12,Nova Scotia,5/9/2021,356978,5/6/2021,0,,6355
46,Manitoba,5/9/2021,557420,5/8/2021,1,10501,9446.142857
13,New Brunswick,5/9/2021,308215,5/7/2021,1,5953,5389.285714
10,Newfoundland and Labrador,5/9/2021,202222,5/8/2021,1,1631,3130.857143
11,Prince Edward Island,5/9/2021,59758,5/5/2021,0,,936.5714286
61,Northwest Territories,5/9/2021,48007,5/1/2021,0,,172.4285714
62,Nunavut,5/9/2021,29096,5/7/2021,0,,120.7142857
60,Yukon,5/9/2021,49439,5/7/2021,0,,161.7142857
1,Canada,5/10/2021,16258155,5/10/2021,1,334647,315237.8571
24,Quebec,5/10/2021,3781451,5/9/2021,1,63377,75007.14286
35,Ontario,5/10/2021,6238778,5/9/2021,1,94093,122932.7143
59,British Columbia,5/10/2021,2159103,5/10/2021,1,116661,40253.28571
48,Alberta,5/10/2021,1916957,5/9/2021,1,27918,39522
47,Saskatchewan,5/10/2021,527257,5/10/2021,1,9124,10919.14286
12,Nova Scotia,5/10/2021,366089,5/9/2021,1,9111,6454.142857
46,Manitoba,5/10/2021,565219,5/9/2021,1,7799,9962.428571
13,New Brunswick,5/10/2021,308697,5/8/2021,1,482,5258
10,Newfoundland and Labrador,5/10/2021,205902,5/9/2021,1,3680,3464.142857
11,Prince Edward Island,5/10/2021,59758,5/5/2021,0,,936.5714286
61,Northwest Territories,5/10/2021,49811,5/8/2021,1,1804,257.7142857
62,Nunavut,5/10/2021,29297,5/10/2021,1,201,101.8571429
60,Yukon,5/10/2021,49836,5/10/2021,1,397,168.7142857
1,Canada,5/11/2021,16557932,5/11/2021,1,299777,324814
24,Quebec,5/11/2021,3844493,5/10/2021,1,63042,76564.42857
35,Ontario,5/11/2021,6350881,5/10/2021,1,112103,126251.5714
59,British Columbia,5/11/2021,2219856,5/11/2021,1,60753,44242
48,Alberta,5/11/2021,1947004,5/10/2021,1,30047,39792.71429
47,Saskatchewan,5/11/2021,530307,5/11/2021,1,3050,9937.142857
12,Nova Scotia,5/11/2021,374903,5/10/2021,1,8814,7097.857143
46,Manitoba,5/11/2021,576024,5/10/2021,1,10805,10583.28571
13,New Brunswick,5/11/2021,312060,5/9/2021,1,3363,5243.428571
10,Newfoundland and Labrador,5/11/2021,209738,5/10/2021,1,3836,3503.285714
11,Prince Edward Island,5/11/2021,63617,5/8/2021,1,3859,1073.285714
61,Northwest Territories,5/11/2021,49811,5/8/2021,0,,257.7142857
62,Nunavut,5/11/2021,29402,5/11/2021,1,105,98.57142857
60,Yukon,5/11/2021,49836,5/10/2021,0,,168.7142857
1,Canada,5/12/2021,16904709,5/12/2021,1,346777,333806
24,Quebec,5/12/2021,3918884,5/11/2021,1,74391,79044.14286
35,Ontario,5/12/2021,6491666,5/11/2021,1,140785,127420.4286
59,British Columbia,5/12/2021,2277318,5/12/2021,1,57462,47726.85714
48,Alberta,5/12/2021,1975341,5/11/2021,1,28337,40095.14286
47,Saskatchewan,5/12/2021,537044,5/12/2021,1,6737,9475.571429
12,Nova Scotia,5/12/2021,387683,5/11/2021,1,12780,7558.285714
46,Manitoba,5/12/2021,591497,5/11/2021,1,15473,11639.28571
13,New Brunswick,5/12/2021,318498,5/10/2021,1,6438,5605.571429
10,Newfoundland and Labrador,5/12/2021,213678,5/11/2021,1,3940,3639.142857
11,Prince Edward Island,5/12/2021,63617,5/8/2021,0,,1073.285714
61,Northwest Territories,5/12/2021,49811,5/8/2021,0,,257.7142857
62,Nunavut,5/12/2021,29402,5/11/2021,0,,80.71428571
60,Yukon,5/12/2021,50270,5/12/2021,1,434,189.8571429
1,Canada,5/13/2021,17297879,5/13/2021,1,393170,339026.4286
24,Quebec,5/13/2021,4014843,5/12/2021,1,95959,81240.85714
35,Ontario,5/13/2021,6629363,5/12/2021,1,137697,126943.1429
59,British Columbia,5/13/2021,2335513,5/13/2021,1,58195,48573.85714
48,Alberta,5/13/2021,2019713,5/12/2021,1,44372,41018.71429
47,Saskatchewan,5/13/2021,545459,5/13/2021,1,8415,9221.285714
12,Nova Scotia,5/13/2021,402733,5/12/2021,1,15050,7921.428571
46,Manitoba,5/13/2021,605555,5/12/2021,1,14058,12292.57143
13,New Brunswick,5/13/2021,327633,5/11/2021,1,9135,6090.428571
10,Newfoundland and Labrador,5/13/2021,219826,5/12/2021,1,6148,4099.428571
11,Prince Edward Island,5/13/2021,67758,5/12/2021,1,4141,1142.857143
61,Northwest Territories,5/13/2021,49811,5/8/2021,0,,257.7142857
62,Nunavut,5/13/2021,29402,5/11/2021,0,,62.71428571
60,Yukon,5/13/2021,50270,5/12/2021,0,,161.4285714
1,Canada,5/14/2021,17734322,5/14/2021,1,436443,344162.7143
24,Quebec,5/14/2021,4127768,5/13/2021,1,112925,82409.85714
35,Ontario,5/14/2021,6771128,5/13/2021,1,141765,126520.4286
59,British Columbia,5/14/2021,2393265,5/14/2021,1,57752,50117.57143
48,Alberta,5/14/2021,2086589,5/13/2021,1,66876,42039.57143
47,Saskatchewan,5/14/2021,553389,5/14/2021,1,7930,8849.857143
12,Nova Scotia,5/14/2021,415570,5/13/2021,1,12837,8370.285714
46,Manitoba,5/14/2021,625404,5/13/2021,1,19849,12965.28571
13,New Brunswick,5/14/2021,338127,5/12/2021,1,10494,6368.142857
10,Newfoundland and Labrador,5/14/2021,225459,5/13/2021,1,5633,4904.142857
11,Prince Edward Island,5/14/2021,67758,5/12/2021,0,,1142.857143
61,Northwest Territories,5/14/2021,49811,5/8/2021,0,,257.7142857
62,Nunavut,5/14/2021,29402,5/11/2021,0,,43.71428571
60,Yukon,5/14/2021,50652,5/14/2021,1,382,173.2857143
1,Canada,5/15/2021,18098567,5/15/2021,1,364245,349503
24,Quebec,5/15/2021,4230520,5/14/2021,1,102752,84087.42857
35,Ontario,5/15/2021,6925232,5/14/2021,1,154104,128803.1429
59,British Columbia,5/15/2021,2393265,5/14/2021,0,,50117.57143
48,Alberta,5/15/2021,2144280,5/14/2021,1,57691,42532.28571
47,Saskatchewan,5/15/2021,571957,5/15/2021,1,18568,9639.285714
12,Nova Scotia,5/15/2021,415570,5/13/2021,0,,8370.285714
46,Manitoba,5/15/2021,638242,5/14/2021,1,12838,13046.14286
13,New Brunswick,5/15/2021,349662,5/13/2021,1,11535,6771.428571
10,Newfoundland and Labrador,5/15/2021,232216,5/14/2021,1,6757,4517.857143
11,Prince Edward Island,5/15/2021,67758,5/12/2021,0,,1142.857143
61,Northwest Territories,5/15/2021,49811,5/8/2021,0,,257.7142857
62,Nunavut,5/15/2021,29402,5/11/2021,0,,43.71428571
60,Yukon,5/15/2021,50652,5/14/2021,0,,173.2857143
1,Canada,5/16/2021,18415633,5/16/2021,1,317066,356017.8571
24,Quebec,5/16/2021,4323040,5/15/2021,1,92520,86423.71429
35,Ontario,5/16/2021,7064815,5/15/2021,1,139583,131447.1429
59,British Columbia,5/16/2021,2393265,5/14/2021,0,,50117.57143
48,Alberta,5/16/2021,2189999,5/15/2021,1,45719,42994.28571
47,Saskatchewan,5/16/2021,590952,5/16/2021,1,18995,10402.71429
12,Nova Scotia,5/16/2021,415570,5/13/2021,0,,8370.285714
46,Manitoba,5/16/2021,649264,5/15/2021,1,11022,13120.57143
13,New Brunswick,5/16/2021,355454,5/14/2021,1,5792,6748.428571
10,Newfoundland and Labrador,5/16/2021,235651,5/15/2021,1,3435,4775.571429
11,Prince Edward Island,5/16/2021,67758,5/12/2021,0,,1142.857143
61,Northwest Territories,5/16/2021,49811,5/8/2021,0,,257.7142857
62,Nunavut,5/16/2021,29402,5/11/2021,0,,43.71428571
60,Yukon,5/16/2021,50652,5/14/2021,0,,173.2857143
1,Canada,5/17/2021,18805288,5/17/2021,1,389655,363876.1429
24,Quebec,5/17/2021,4396507,5/16/2021,1,73467,87865.14286
35,Ontario,5/17/2021,7177145,5/16/2021,1,112330,134052.4286
59,British Columbia,5/17/2021,2528398,5/17/2021,1,135133,52756.42857
48,Alberta,5/17/2021,2217446,5/16/2021,1,27447,42927
47,Saskatchewan,5/17/2021,603125,5/17/2021,1,12173,10838.28571
12,Nova Scotia,5/17/2021,430856,5/16/2021,1,15286,9252.428571
46,Manitoba,5/17/2021,657634,5/16/2021,1,8370,13202.14286
13,New Brunswick,5/17/2021,356913,5/15/2021,1,1459,6888
10,Newfoundland and Labrador,5/17/2021,237786,5/16/2021,1,2135,4554.857143
11,Prince Edward Island,5/17/2021,67758,5/12/2021,0,,1142.857143
61,Northwest Territories,5/17/2021,51320,5/15/2021,1,1509,215.5714286
62,Nunavut,5/17/2021,29402,5/11/2021,0,,15
60,Yukon,5/17/2021,50998,5/17/2021,1,346,166
1,Canada,5/18/2021,19088652,5/18/2021,1,283364,361531.4286
24,Quebec,5/18/2021,4469055,5/17/2021,1,72548,89223.14286
35,Ontario,5/18/2021,7286177,5/17/2021,1,109032,133613.7143
59,British Columbia,5/18/2021,2566936,5/18/2021,1,38538,49582.85714
48,Alberta,5/18/2021,2243969,5/17/2021,1,26523,42423.57143
47,Saskatchewan,5/18/2021,608524,5/18/2021,1,5399,11173.85714
12,Nova Scotia,5/18/2021,436054,5/17/2021,1,5198,8735.857143
46,Manitoba,5/18/2021,666748,5/17/2021,1,9114,12960.57143
13,New Brunswick,5/18/2021,363342,5/16/2021,1,6429,7326
10,Newfoundland and Labrador,5/18/2021,241526,5/17/2021,1,3740,4541.142857
11,Prince Edward Island,5/18/2021,73978,5/15/2021,1,6220,1480.142857
61,Northwest Territories,5/18/2021,51320,5/15/2021,0,,215.5714286
62,Nunavut,5/18/2021,30025,5/17/2021,1,623,89
60,Yukon,5/18/2021,50998,5/17/2021,0,,166
1,Canada,5/19/2021,19444304,5/19/2021,1,355652,362799.2857
24,Quebec,5/19/2021,4543365,5/18/2021,1,74310,89211.57143
35,Ontario,5/19/2021,7431638,5/18/2021,1,145461,134281.7143
59,British Columbia,5/19/2021,2632907,5/19/2021,1,65971,50798.42857
48,Alberta,5/19/2021,2271955,5/18/2021,1,27986,42373.42857
47,Saskatchewan,5/19/2021,615459,5/19/2021,1,6935,11202.14286
12,Nova Scotia,5/19/2021,442535,5/18/2021,1,6481,7836
46,Manitoba,5/19/2021,678720,5/18/2021,1,11972,12460.42857
13,New Brunswick,5/19/2021,373309,5/17/2021,1,9967,7830.142857
10,Newfoundland and Labrador,5/19/2021,247728,5/18/2021,1,6202,4864.285714
11,Prince Edward Island,5/19/2021,73978,5/15/2021,0,,1480.142857
61,Northwest Territories,5/19/2021,51320,5/15/2021,0,,215.5714286
62,Nunavut,5/19/2021,30025,5/17/2021,0,,89
60,Yukon,5/19/2021,51365,5/19/2021,1,367,156.4285714
1,Canada,5/20/2021,19840991,5/20/2021,1,396687,363301.7143
24,Quebec,5/20/2021,4636679,5/19/2021,1,93314,88833.71429
35,Ontario,5/20/2021,7576624,5/19/2021,1,144986,135323
59,British Columbia,5/20/2021,2687360,5/20/2021,1,54453,50263.85714
48,Alberta,5/20/2021,2312821,5/19/2021,1,40866,41872.57143
47,Saskatchewan,5/20/2021,620236,5/20/2021,1,4777,10682.42857
12,Nova Scotia,5/20/2021,463526,5/19/2021,1,20991,8684.714286
46,Manitoba,5/20/2021,692301,5/19/2021,1,13581,12392.28571
13,New Brunswick,5/20/2021,385958,5/18/2021,1,12649,8332.142857
10,Newfoundland and Labrador,5/20/2021,253790,5/19/2021,1,6062,4852
11,Prince Edward Island,5/20/2021,78817,5/19/2021,1,4839,1579.857143
61,Northwest Territories,5/20/2021,51320,5/15/2021,0,,215.5714286
62,Nunavut,5/20/2021,30025,5/17/2021,0,,89
60,Yukon,5/20/2021,51534,5/20/2021,1,169,180.5714286
1,Canada,5/21/2021,20328984,5/21/2021,1,487993,370666
24,Quebec,5/21/2021,4747192,5/20/2021,1,110513,88489.14286
35,Ontario,5/21/2021,7735148,5/20/2021,1,158524,137717.1429
59,British Columbia,5/21/2021,2744020,5/21/2021,1,56660,50107.85714
48,Alberta,5/21/2021,2401932,5/20/2021,1,89111,45049
47,Saskatchewan,5/21/2021,630583,5/21/2021,1,10347,11027.71429
12,Nova Scotia,5/21/2021,483549,5/20/2021,1,20023,9711.285714
46,Manitoba,5/21/2021,714012,5/20/2021,1,21711,12658.28571
13,New Brunswick,5/21/2021,399709,5/19/2021,1,13751,8797.428571
10,Newfoundland and Labrador,5/21/2021,260919,5/20/2021,1,7129,5065.714286
11,Prince Edward Island,5/21/2021,78817,5/19/2021,0,,1579.857143
61,Northwest Territories,5/21/2021,51320,5/15/2021,0,,215.5714286
62,Nunavut,5/21/2021,30025,5/17/2021,0,,89
60,Yukon,5/21/2021,51758,5/21/2021,1,224,158
1,Canada,5/22/2021,20717310,5/22/2021,1,388326,374106.1429
24,Quebec,5/22/2021,4843635,5/21/2021,1,96443,87587.85714
35,Ontario,5/22/2021,7925277,5/21/2021,1,190129,142863.5714
59,British Columbia,5/22/2021,2744020,5/21/2021,0,,50107.85714
48,Alberta,5/22/2021,2460857,5/21/2021,1,58925,45225.28571
47,Saskatchewan,5/22/2021,645384,5/22/2021,1,14801,10489.57143
12,Nova Scotia,5/22/2021,483549,5/20/2021,0,,9711.285714
46,Manitoba,5/22/2021,727166,5/21/2021,1,13154,12703.42857
13,New Brunswick,5/22/2021,411471,5/20/2021,1,11762,8829.857143
10,Newfoundland and Labrador,5/22/2021,264031,5/21/2021,1,3112,4545
11,Prince Edward Island,5/22/2021,78817,5/19/2021,0,,1579.857143
61,Northwest Territories,5/22/2021,51320,5/15/2021,0,,215.5714286
62,Nunavut,5/22/2021,30025,5/17/2021,0,,89
60,Yukon,5/22/2021,51758,5/21/2021,0,,158
1,Canada,5/23/2021,21025807,5/23/2021,1,308497,372882
24,Quebec,5/23/2021,4929054,5/22/2021,1,85419,86573.42857
35,Ontario,5/23/2021,8065607,5/22/2021,1,140330,142970.2857
59,British Columbia,5/23/2021,2744020,5/21/2021,0,,50107.85714
48,Alberta,5/23/2021,2506919,5/22/2021,1,46062,45274.28571
47,Saskatchewan,5/23/2021,656388,5/23/2021,1,11004,9348
12,Nova Scotia,5/23/2021,483549,5/20/2021,0,,9711.285714
46,Manitoba,5/23/2021,737934,5/22/2021,1,10768,12667.14286
13,New Brunswick,5/23/2021,419767,5/21/2021,1,8296,9187.571429
10,Newfoundland and Labrador,5/23/2021,270649,5/22/2021,1,6618,4999.714286
11,Prince Edward Island,5/23/2021,78817,5/19/2021,0,,1579.857143
61,Northwest Territories,5/23/2021,51320,5/15/2021,0,,215.5714286
62,Nunavut,5/23/2021,30025,5/17/2021,0,,89
60,Yukon,5/23/2021,51758,5/21/2021,0,,158
1,Canada,5/24/2021,21140169,5/24/2021,1,114362,333554.4286
24,Quebec,5/24/2021,4997234,5/23/2021,1,68180,85818.14286
35,Ontario,5/24/2021,8065607,5/22/2021,0,,126923.1429
59,British Columbia,5/24/2021,2744020,5/21/2021,0,,30803.14286
48,Alberta,5/24/2021,2532143,5/23/2021,1,25224,44956.71429
47,Saskatchewan,5/24/2021,662854,5/24/2021,1,6466,8532.714286
12,Nova Scotia,5/24/2021,483549,5/20/2021,0,,7527.571429
46,Manitoba,5/24/2021,748270,5/23/2021,1,10336,12948
13,New Brunswick,5/24/2021,422010,5/22/2021,1,2243,9299.571429
10,Newfoundland and Labrador,5/24/2021,272562,5/23/2021,1,1913,4968
11,Prince Edward Island,5/24/2021,78817,5/19/2021,0,,1579.857143
61,Northwest Territories,5/24/2021,51320,5/15/2021,0,,0
62,Nunavut,5/24/2021,30025,5/17/2021,0,,89
60,Yukon,5/24/2021,51758,5/21/2021,0,,108.5714286
1,Canada,5/25/2021,21637608,5/25/2021,1,497439,364136.5714
24,Quebec,5/25/2021,5051681,5/24/2021,1,54447,83232.28571
35,Ontario,5/25/2021,8251642,5/24/2021,1,186035,137923.5714
59,British Columbia,5/25/2021,2927487,5/25/2021,1,183467,51507.28571
48,Alberta,5/25/2021,2552317,5/24/2021,1,20174,44049.71429
47,Saskatchewan,5/25/2021,665193,5/25/2021,1,2339,8095.571429
12,Nova Scotia,5/25/2021,510054,5/24/2021,1,26505,10571.42857
46,Manitoba,5/25/2021,761132,5/24/2021,1,12862,13483.42857
13,New Brunswick,5/25/2021,423919,5/23/2021,1,1909,8653.857143
10,Newfoundland and Labrador,5/25/2021,274940,5/24/2021,1,2378,4773.428571
11,Prince Edward Island,5/25/2021,83741,5/22/2021,1,4924,1394.714286
61,Northwest Territories,5/25/2021,52237,5/22/2021,1,917,131
62,Nunavut,5/25/2021,31157,5/24/2021,1,1132,161.7142857
60,Yukon,5/25/2021,52108,5/25/2021,1,350,158.5714286
1,Canada,5/26/2021,21938721,5/26/2021,1,301113,356345.2857
24,Quebec,5/26/2021,5111646,5/25/2021,1,59965,81183
35,Ontario,5/26/2021,8386950,5/25/2021,1,135308,136473.1429
59,British Columbia,5/26/2021,2979951,5/26/2021,1,52464,49577.71429
48,Alberta,5/26/2021,2578577,5/25/2021,1,26260,43803.14286
47,Saskatchewan,5/26/2021,669847,5/26/2021,1,4654,7769.714286
12,Nova Scotia,5/26/2021,521053,5/25/2021,1,10999,11216.85714
46,Manitoba,5/26/2021,761132,5/24/2021,0,,11773.14286
13,New Brunswick,5/26/2021,430184,5/24/2021,1,6265,8125
10,Newfoundland and Labrador,5/26/2021,279886,5/25/2021,1,4946,4594
11,Prince Edward Island,5/26/2021,83741,5/22/2021,0,,1394.714286
61,Northwest Territories,5/26/2021,52237,5/22/2021,0,,131
62,Nunavut,5/26/2021,31157,5/24/2021,0,,161.7142857
60,Yukon,5/26/2021,52360,5/26/2021,1,252,142.1428571
1,Canada,5/27/2021,22344425,5/27/2021,1,405704,357633.4286
24,Quebec,5/27/2021,5199802,5/26/2021,1,88156,80446.14286
35,Ontario,5/27/2021,8530698,5/26/2021,1,143748,136296.2857
59,British Columbia,5/27/2021,3032811,5/27/2021,1,52860,49350.14286
48,Alberta,5/27/2021,2615747,5/26/2021,1,37170,43275.14286
47,Saskatchewan,5/27/2021,679274,5/27/2021,1,9427,8434
12,Nova Scotia,5/27/2021,542196,5/26/2021,1,21143,11238.57143
46,Manitoba,5/27/2021,793748,5/26/2021,1,32616,14492.42857
13,New Brunswick,5/27/2021,440338,5/25/2021,1,10154,7768.571429
10,Newfoundland and Labrador,5/27/2021,286021,5/26/2021,1,6135,4604.428571
11,Prince Edward Island,5/27/2021,87861,5/26/2021,1,4120,1292
61,Northwest Territories,5/27/2021,52237,5/22/2021,0,,131
62,Nunavut,5/27/2021,31157,5/24/2021,0,,161.7142857
60,Yukon,5/27/2021,52535,5/27/2021,1,175,143
1,Canada,5/28/2021,22806404,5/28/2021,1,461979,353917.1429
24,Quebec,5/28/2021,5302801,5/27/2021,1,102999,79372.71429
35,Ontario,5/28/2021,8690473,5/27/2021,1,159775,136475
59,British Columbia,5/28/2021,3106269,5/28/2021,1,73458,51749.85714
48,Alberta,5/28/2021,2668567,5/27/2021,1,52820,38090.71429
47,Saskatchewan,5/28/2021,693625,5/28/2021,1,14351,9006
12,Nova Scotia,5/28/2021,560843,5/27/2021,1,18647,11042
46,Manitoba,5/28/2021,816984,5/27/2021,1,23236,14710.28571
13,New Brunswick,5/28/2021,451363,5/26/2021,1,11025,7379.142857
10,Newfoundland and Labrador,5/28/2021,291575,5/27/2021,1,5554,4379.428571
11,Prince Edward Island,5/28/2021,87861,5/26/2021,0,,1292
61,Northwest Territories,5/28/2021,52237,5/22/2021,0,,131
62,Nunavut,5/28/2021,31157,5/24/2021,0,,161.7142857
60,Yukon,5/28/2021,52649,5/28/2021,1,114,127.2857143
1,Canada,5/29/2021,23156259,5/29/2021,1,349855,348421.2857
24,Quebec,5/29/2021,5405885,5/28/2021,1,103084,80321.42857
35,Ontario,5/29/2021,8839445,5/28/2021,1,148972,130595.4286
59,British Columbia,5/29/2021,3106269,5/28/2021,0,,51749.85714
48,Alberta,5/29/2021,2720687,5/28/2021,1,52120,37118.57143
47,Saskatchewan,5/29/2021,706548,5/29/2021,1,12923,8737.714286
12,Nova Scotia,5/29/2021,560843,5/27/2021,0,,11042
46,Manitoba,5/29/2021,833763,5/28/2021,1,16779,15228.14286
13,New Brunswick,5/29/2021,461042,5/27/2021,1,9679,7081.571429
